"PRODUCT","name_mapping","name"
"Quagsire","quagsire","Quagsire"
"Quilava","quilava","Quilava"
"Raikou Star","raikou","Raikou"
"Remoraid","remoraid","Remoraid"
"Rocket's Persian ex","persian","Persian"
"Scizor ex","scizor","Scizor"
"Scyther","scyther","Scyther"
"Shuckle","shuckle","Shuckle"
"Sitrus Berry","sitrus berry",NA
"Slowbro","slowbro","Slowbro"
"Slowking","slowking","Slowking"
"Slowpoke","slowpoke","Slowpoke"
"Slugma","slugma","Slugma"
"Smeargle","smeargle","Smeargle"
"Smoochum","smoochum","Smoochum"
"Snubbull","snubbull","Snubbull"
"Solid Rage","solid rage",NA
"Spinarak","spinarak","Spinarak"
"Stantler","stantler","Stantler"
"Steelix ex","steelix","Steelix"
"Sudowoodo","sudowoodo","Sudowoodo"
"Suicune Star","suicune","Suicune"
"Sunflora","sunflora","Sunflora"
"Sunkern","sunkern","Sunkern"
"Teddiursa","teddiursa","Teddiursa"
"Totodile","totodile","Totodile"
"Typhlosion","typhlosion","Typhlosion"
"Typhlosion ex","typhlosion","Typhlosion"
"Tyranitar ex","tyranitar","Tyranitar"
"Tyrogue","tyrogue","Tyrogue"
"Umbreon ex","umbreon","Umbreon"
"Unown  (!)","unown","Unown"
"Unown  (A)","unown","Unown"
"Unown  (B)","unown","Unown"
"Unown  (C)","unown","Unown"
"Unown  (D)","unown","Unown"
"Unown  (E)","unown","Unown"
"Unown  (F)","unown","Unown"
"Unown  (G)","unown","Unown"
"Unown  (H)","unown","Unown"
"Unown  (I)","unown","Unown"
"Unown  (J)","unown","Unown"
"Unown  (L)","unown","Unown"
"Unown  (M)","unown","Unown"
"Unown  (N)","unown","Unown"
"Unown  (O)","unown","Unown"
"Unown  (P)","unown","Unown"
"Unown  (Q)","unown","Unown"
"Unown  (R)","unown","Unown"
"Unown  (T)","unown","Unown"
"Unown  (U)","unown","Unown"
"Unown  (V)","unown","Unown"
"Unown  (W)","unown","Unown"
"Unown  (X)","unown","Unown"
"Unown  (Y)","unown","Unown"
"Unown  (Z)","unown","Unown"
"Unown (?)","unown","Unown"
"Unown (K)","unown","Unown"
"Unown (S)","unown","Unown"
"Ursaring","ursaring","Ursaring"
"Vaporeon","vaporeon","Vaporeon"
"Warp Energy","warp energy",NA
"Warp Point","warp point",NA
"Wooper","wooper","Wooper"
"Xatu","xatu","Xatu"
"Yanma","yanma","Yanma"
"Altaria ex","altaria","Altaria"
"Baltoy","baltoy","Baltoy"
"Battle Frontier","battle frontier",NA
"Blaziken","blaziken","Blaziken"
"Breloom","breloom","Breloom"
"Cacnea","cacnea","Cacnea"
"Cacturne ex","cacturne","Cacturne"
"Camerupt","camerupt","Camerupt"
"Camerupt ex","camerupt","Camerupt"
"Chimecho","chimecho","Chimecho"
"Claydol","claydol","Claydol"
"Combusken","combusken","Combusken"
"Darkness Energy (Special)","darkness energy",NA
"Deoxys (Speed Forme)","deoxys","Deoxys"
"Deoxys ex (Speed Forme)","deoxys","Deoxys"
"Dodrio","dodrio","Dodrio"
"Doduo","doduo","Doduo"
"Double Full Heal","double full heal",NA
"Double Rainbow Energy","double rainbow energy",NA
"Dusclops ex","dusclops","Dusclops"
"Duskull","duskull","Duskull"
"Electrike (47)","electrike","Electrike"
"Electrike (48)","electrike","Electrike"
"Electrode","electrode","Electrode"
"Exploud","exploud","Exploud"
"Farfetch'd (Secret Rare)","farfetch'd","Farfetch'd"
"Feebas (49)","feebas","Feebas"
"Feebas (50)","feebas","Feebas"
"Fighting Energy","fighting energy",NA
"Fire Energy","fire energy",NA
"Gardevoir","gardevoir","Gardevoir"
"Glalie","glalie","Glalie"
"Grass Energy","grass energy",NA
"Groudon (05)","groudon","Groudon"
"Groudon (14)","groudon","Groudon"
"Grovyle","grovyle","Grovyle"
"Grumpig (29)","grumpig","Grumpig"
"Grumpig (30)","grumpig","Grumpig"
"Gulpin","gulpin","Gulpin"
"Hariyama","hariyama","Hariyama"
"Illumise","illumise","Illumise"
"Kirlia","kirlia","Kirlia"
"Kyogre (06)","kyogre","Kyogre"
"Kyogre (15)","kyogre","Kyogre"
"Lanette's Net Search","lanette's net search",NA
"Larvitar","larvitar","Larvitar"
"Lightning Energy","lightning energy",NA
"Linoone","linoone","Linoone"
"Loudred","loudred","Loudred"
"Lum Berry","lum berry",NA
"Luvdisc","luvdisc","Luvdisc"
"Makuhita","makuhita","Makuhita"
"Manectric (07 - Deck Non-Holo)","manectric","Manectric"
"Manectric (07)","manectric","Manectric"
"Manectric (16)","manectric","Manectric"
"Marshtomp","marshtomp","Marshtomp"
"Medicham ex","medicham","Medicham"
"Meditite","meditite","Meditite"
"Metal Energy (Special)","metal energy",NA
"Milotic","milotic","Milotic"
"Milotic ex","milotic","Milotic"
"Minun","minun","Minun"
"Mr. Stone's Project","mr. stone's project",NA
"Mudkip","mudkip","Mudkip"
"Multi Energy","multi energy",NA
"Ninetales","ninetales","Ninetales"
"Nosepass","nosepass","Nosepass"
"Numel (57)","numel","Numel"
"Numel (58)","numel","Numel"
"Oran Berry","oran berry",NA
"Pichu","pichu","Pichu"
"Pikachu","pikachu","Pikachu"
"Plusle","plusle","Plusle"
"Pokenav","pokenav",NA
"Professor Birch","professor birch",NA
"Psychic Energy","psychic energy",NA
"Raichu ex","raichu","Raichu"
"Ralts","ralts","Ralts"
"Rare Candy","rare candy",NA
"Rayquaza","rayquaza","Rayquaza"
"Regice ex","regice","Regice"
"Regirock ex","regirock","Regirock"
"Registeel ex","registeel","Registeel"
"Relicanth","relicanth","Relicanth"
"Rhydon","rhydon","Rhydon"
"Rhyhorn","rhyhorn","Rhyhorn"
"Sceptile","sceptile","Sceptile"
"Scott","scott",NA
"Seviper","seviper","Seviper"
"Shroomish","shroomish","Shroomish"
"Snorunt","snorunt","Snorunt"
"Spoink (65)","spoink","Spoink"
"Spoink (66)","spoink","Spoink"
"Swablu","swablu","Swablu"
"Swalot","swalot","Swalot"
"Swampert","swampert","Swampert"
"Swellow","swellow","Swellow"
"Taillow","taillow","Taillow"
"Torchic","torchic","Torchic"
"Treecko","treecko","Treecko"
"Volbeat","volbeat","Volbeat"
"Voltorb","voltorb","Voltorb"
"Vulpix","vulpix","Vulpix"
"Wally's Training","wally's training",NA
"Water Energy","water energy",NA
"Whismur","whismur","Whismur"
"Zangoose","zangoose","Zangoose"
"Zigzagoon","zigzagoon","Zigzagoon"
"Altaria","altaria","Altaria"
"Bagon","bagon","Bagon"
"Balloon Berry","balloon berry",NA
"Baltoy","baltoy","Baltoy"
"Barboach","barboach","Barboach"
"Beautifly","beautifly","Beautifly"
"Beldum","beldum","Beldum"
"Boost Energy","boost energy",NA
"Breloom","breloom","Breloom"
"Camerupt","camerupt","Camerupt"
"Carvanha","carvanha","Carvanha"
"Claydol","claydol","Claydol"
"Corphish","corphish","Corphish"
"Crawdaunt","crawdaunt","Crawdaunt"
"Crobat ex","crobat","Crobat"
"Crystal Shard","crystal shard",NA
"Deoxys (Attack Forme)","deoxys","Deoxys"
"Deoxys (Defense Forme)","deoxys","Deoxys"
"Deoxys (Normal Forme)","deoxys","Deoxys"
"Deoxys ex (Attack Forme)","deoxys","Deoxys"
"Deoxys ex (Defense Forme)","deoxys","Deoxys"
"Deoxys ex (Normal Forme)","deoxys","Deoxys"
"Donphan","donphan","Donphan"
"Dusclops","dusclops","Dusclops"
"Duskull","duskull","Duskull"
"Electrike","electrike","Electrike"
"Electrike (59)","electrike","Electrike"
"Energy Charge","energy charge",NA
"Golbat","golbat","Golbat"
"Goldeen","goldeen","Goldeen"
"Grumpig","grumpig","Grumpig"
"Gyarados","gyarados","Gyarados"
"Hariyama ex","hariyama","Hariyama"
"Heal Energy","heal energy",NA
"Jirachi","jirachi","Jirachi"
"Koffing","koffing","Koffing"
"Lady Outing","lady outing",NA
"Latias Star","latias","Latias"
"Latios Star","latios","Latios"
"Lombre (33)","lombre","Lombre"
"Lombre (34)","lombre","Lombre"
"Lotad (35)","lotad","Lotad"
"Lotad (63)","lotad","Lotad"
"Ludicolo (10)","ludicolo","Ludicolo"
"Ludicolo (19)","ludicolo","Ludicolo"
"Lunatone","lunatone","Lunatone"
"Magcargo (20)","magcargo","Magcargo"
"Magcargo (37)","magcargo","Magcargo"
"Magikarp","magikarp","Magikarp"
"Makuhita","makuhita","Makuhita"
"Manectric","manectric","Manectric"
"Manectric ex","manectric","Manectric"
"Masquerain","masquerain","Masquerain"
"Master Ball","master ball",NA
"Metagross","metagross","Metagross"
"Metang","metang","Metang"
"Meteor Falls","meteor falls",NA
"Mightyena","mightyena","Mightyena"
"Minun","minun","Minun"
"Natu","natu","Natu"
"Nincada","nincada","Nincada"
"Ninjask","ninjask","Ninjask"
"Nosepass","nosepass","Nosepass"
"Numel","numel","Numel"
"Nuzleaf","nuzleaf","Nuzleaf"
"Pelipper","pelipper","Pelipper"
"Phanpy","phanpy","Phanpy"
"Plusle","plusle","Plusle"
"Poochyena","poochyena","Poochyena"
"Professor Cozmo's Discovery","professor cozmo's discovery",NA
"Rayquaza","rayquaza","Rayquaza"
"Rayquaza ex","rayquaza","Rayquaza"
"Rayquaza Star","rayquaza","Rayquaza"
"Rocket's Raikou ex","raikou","Raikou"
"Sableye","sableye","Sableye"
"Salamence ex","salamence","Salamence"
"Scramble Energy","scramble energy",NA
"Seaking","seaking","Seaking"
"Seedot","seedot","Seedot"
"Sharpedo ex","sharpedo","Sharpedo"
"Shedinja","shedinja","Shedinja"
"Shelgon","shelgon","Shelgon"
"Shiftry","shiftry","Shiftry"
"Shroomish","shroomish","Shroomish"
"Silcoon","silcoon","Silcoon"
"Skarmory","skarmory","Skarmory"
"Slaking","slaking","Slaking"
"Slakoth","slakoth","Slakoth"
"Slugma (74)","slugma","Slugma"
"Slugma (75)","slugma","Slugma"
"Solrock","solrock","Solrock"
"Space Center","space center",NA
"Spoink","spoink","Spoink"
"Starmie","starmie","Starmie"
"Staryu","staryu","Staryu"
"Strength Charm","strength charm",NA
"Surskit","surskit","Surskit"
"Swablu","swablu","Swablu"
"Swellow","swellow","Swellow"
"Taillow","taillow","Taillow"
"Tropius","tropius","Tropius"
"Vigoroth","vigoroth","Vigoroth"
"Weezing","weezing","Weezing"
"Whiscash","whiscash","Whiscash"
"Wingull","wingull","Wingull"
"Wurmple","wurmple","Wurmple"
"Xatu","xatu","Xatu"
"Zubat","zubat","Zubat"
"Ancient Tomb","tomb",NA
"Blaziken","blaziken","Blaziken"
"Blaziken (Holo)","blaziken","Blaziken"
"Camerupt","camerupt","Camerupt"
"Celio's Network","celio's network",NA
"Combusken","combusken","Combusken"
"Cyndaquil","cyndaquil","Cyndaquil"
"Delcatty","delcatty","Delcatty"
"Double Full Heal","double full heal",NA
"Dunsparce","dunsparce","Dunsparce"
"Eevee","eevee","Eevee"
"Energy Removal 2","energy removal",NA
"Energy Search","energy search",NA
"Energy Search","energy search",NA
"Espeon","espeon","Espeon"
"Fighting Energy","fighting energy",NA
"Fire Energy","fire energy",NA
"Gardevoir","gardevoir","Gardevoir"
"Gardevoir (Holo)","gardevoir","Gardevoir"
"Goldeen","goldeen","Goldeen"
"Hariyama","hariyama","Hariyama"
"High Pressure System","high pressure system",NA
"Horsea","horsea","Horsea"
"Jigglypuff","jigglypuff","Jigglypuff"
"Kirlia","kirlia","Kirlia"
"Life Herb","life herb",NA
"Makuhita","makuhita","Makuhita"
"Medicham","medicham","Medicham"
"Meditite","meditite","Meditite"
"Metal Energy (Special) - 94/109","metal energy",NA
"Natu","natu","Natu"
"Numel (61)","numel","Numel"
"Numel (69)","numel","Numel"
"Onix","onix","Onix"
"Potion","potion",NA
"Professor Birch","professor birch",NA
"Psychic Energy","psychic energy",NA
"Quilava","quilava","Quilava"
"Ralts","ralts","Ralts"
"Seadra","seadra","Seadra"
"Seaking","seaking","Seaking"
"Skitty","skitty","Skitty"
"Swellow","swellow","Swellow"
"Taillow","taillow","Taillow"
"Torchic","torchic","Torchic"
"TV Reporter","tv reporter",NA
"Wally's Training","wally's training",NA
"Warp Point","warp point",NA
"Water Energy","water energy",NA
"Xatu","xatu","Xatu"
"Mudkip","mudkip","Mudkip"
"Pikachu","pikachu","Pikachu"
"Torchic","torchic","Torchic"
"Treecko","treecko","Treecko"
"Wurmple","wurmple","Wurmple"
"Absol","absol","Absol"
"Aqua Energy","aqua energy",NA
"Archie","archie",NA
"Blaziken ex","blaziken","Blaziken"
"Bulbasaur","bulbasaur","Bulbasaur"
"Cradily ex","cradily","Cradily"
"Cubone","cubone","Cubone"
"Double Rainbow Energy","double rainbow energy",NA
"Dual Ball","dual ball",NA
"Entei ex","entei","Entei"
"Jigglypuff","jigglypuff","Jigglypuff"
"Jirachi","jirachi","Jirachi"
"Magma Energy","magma energy",NA
"Maxie","maxie",NA
"Meowth","meowth","Meowth"
"Pikachu","pikachu","Pikachu"
"Psyduck","psyduck","Psyduck"
"Raichu","raichu","Raichu"
"Raikou ex","raikou","Raikou"
"Sceptile ex","sceptile","Sceptile"
"Slowpoke","slowpoke","Slowpoke"
"Squirtle","squirtle","Squirtle"
"Strength Charm","strength charm",NA
"Suicune ex","suicune","Suicune"
"Swampert ex","swampert","Swampert"
"Team Aqua Ball","team aqua ball",NA
"Team Aqua Belt","team aqua belt",NA
"Team Aqua Conspirator","team aqua conspirator",NA
"Team Aqua Hideout","team aqua hideout",NA
"Team Aqua Schemer","team aqua schemer",NA
"Team Aqua Technical Machine 01","team aqua technical machine",NA
"Team Aqua's Cacnea - 24/95","cacnea","Cacnea"
"Team Aqua's Cacturne","cacturne","Cacturne"
"Team Aqua's Carvanha (25)","carvanha","Carvanha"
"Team Aqua's Carvanha (47)","carvanha","Carvanha"
"Team Aqua's Carvanha (48)","carvanha","Carvanha"
"Team Aqua's Chinchou","chinchou","Chinchou"
"Team Aqua's Corphish (26)","corphish","Corphish"
"Team Aqua's Corphish (50)","corphish","Corphish"
"Team Aqua's Corphish (51)","corphish","Corphish"
"Team Aqua's Crawdaunt (14)","crawdaunt","Crawdaunt"
"Team Aqua's Crawdaunt (2)","crawdaunt","Crawdaunt"
"Team Aqua's Electrike (27)","electrike","Electrike"
"Team Aqua's Electrike (52)","electrike","Electrike"
"Team Aqua's Electrike (53)","electrike","Electrike"
"Team Aqua's Kyogre","kyogre","Kyogre"
"Team Aqua's Lanturn","lanturn","Lanturn"
"Team Aqua's Manectric (29)","manectric","Manectric"
"Team Aqua's Manectric (4)","manectric","Manectric"
"Team Aqua's Mightyena (15)","mightyena","Mightyena"
"Team Aqua's Mightyena (30)","mightyena","Mightyena"
"Team Aqua's Poochyena (54)","poochyena","Poochyena"
"Team Aqua's Poochyena (55)","poochyena","Poochyena"
"Team Aqua's Sealeo (16)","sealeo","Sealeo"
"Team Aqua's Sealeo (31)","sealeo","Sealeo"
"Team Aqua's Seviper","seviper","Seviper"
"Team Aqua's Sharpedo (18)","sharpedo","Sharpedo"
"Team Aqua's Sharpedo (5)","sharpedo","Sharpedo"
"Team Aqua's Spheal (56)","spheal","Spheal"
"Team Aqua's Spheal (57)","spheal","Spheal"
"Team Aqua's Walrein","walrein","Walrein"
"Team Magma Ball","team magma ball",NA
"Team Magma Belt","team magma belt",NA
"Team Magma Conspirator","team magma conspirator",NA
"Team Magma Hideout","team magma hideout",NA
"Team Magma Schemer","team magma schemer",NA
"Team Magma Technical Machine 01","team magma technical machine",NA
"Team Magma's Aggron","aggron","Aggron"
"Team Magma's Aron (58)","aron","Aron"
"Team Magma's Aron (59)","aron","Aron"
"Team Magma's Baltoy (32)","baltoy","Baltoy"
"Team Magma's Baltoy (60)","baltoy","Baltoy"
"Team Magma's Baltoy (61)","baltoy","Baltoy"
"Team Magma's Camerupt","camerupt","Camerupt"
"Team Magma's Claydol (33)","claydol","Claydol"
"Team Magma's Claydol (8)","claydol","Claydol"
"Team Magma's Groudon","groudon","Groudon"
"Team Magma's Houndoom (10)","houndoom","Houndoom"
"Team Magma's Houndoom (34)","houndoom","Houndoom"
"Team Magma's Houndour (35)","houndour","Houndour"
"Team Magma's Houndour (62)","houndour","Houndour"
"Team Magma's Houndour (63)","houndour","Houndour"
"Team Magma's Lairon (20)","lairon","Lairon"
"Team Magma's Lairon (36)","lairon","Lairon"
"Team Magma's Mightyena (21)","mightyena","Mightyena"
"Team Magma's Mightyena (37)","mightyena","Mightyena"
"Team Magma's Numel","numel","Numel"
"Team Magma's Poochyena (65)","poochyena","Poochyena"
"Team Magma's Poochyena (66)","poochyena","Poochyena"
"Team Magma's Rhydon (11)","rhydon","Rhydon"
"Team Magma's Rhydon (22)","rhydon","Rhydon"
"Team Magma's Rhyhorn (38)","rhyhorn","Rhyhorn"
"Team Magma's Rhyhorn (67)","rhyhorn","Rhyhorn"
"Team Magma's Rhyhorn (68)","rhyhorn","Rhyhorn"
"Team Magma's Torkoal","torkoal","Torkoal"
"Team Magma's Zangoose","zangoose","Zangoose"
"Warp Point","warp point",NA
"Absol","absol","Absol"
"Altaria","altaria","Altaria"
"Ampharos ex","ampharos","Ampharos"
"Bagon (23)","bagon","Bagon"
"Bagon (49)","bagon","Bagon"
"Bagon (50)","bagon","Bagon"
"Balloon Berry","balloon berry",NA
"Barboach","barboach","Barboach"
"Buffer Piece","buffer piece",NA
"Camerupt","camerupt","Camerupt"
"Charizard","charizard","Charizard"
"Charmander","charmander","Charmander"
"Charmeleon","charmeleon","Charmeleon"
"Combusken","combusken","Combusken"
"Corphish (52)","corphish","Corphish"
"Corphish (53)","corphish","Corphish"
"Corphish (54)","corphish","Corphish"
"Crawdaunt (13)","crawdaunt","Crawdaunt"
"Crawdaunt (3)","crawdaunt","Crawdaunt"
"Dragonair","dragonair","Dragonair"
"Dragonite ex","dragonite","Dragonite"
"Dratini","dratini","Dratini"
"Energy Recycle System","energy recycle system",NA
"Flaaffy","flaaffy","Flaaffy"
"Flygon (15)","flygon","Flygon"
"Flygon (4)","flygon","Flygon"
"Forretress","forretress","Forretress"
"Geodude (55)","geodude","Geodude"
"Geodude (56)","geodude","Geodude"
"Girafarig","girafarig","Girafarig"
"Golem","golem","Golem"
"Golem ex","golem","Golem"
"Graveler (29)","graveler","Graveler"
"Graveler (30)","graveler","Graveler"
"Grimer","grimer","Grimer"
"Grovyle","grovyle","Grovyle"
"Grumpig","grumpig","Grumpig"
"Gyarados","gyarados","Gyarados"
"High Pressure System","high pressure system",NA
"Horsea (33)","horsea","Horsea"
"Horsea (58)","horsea","Horsea"
"Houndoom","houndoom","Houndoom"
"Houndour","houndour","Houndour"
"Kingdra ex","kingdra","Kingdra"
"Latias ex","latias","Latias"
"Latios ex","latios","Latios"
"Low Pressure System","low pressure system",NA
"Magcargo ex","magcargo","Magcargo"
"Magikarp","magikarp","Magikarp"
"Magnemite (61)","magnemite","Magnemite"
"Magnemite (62)","magnemite","Magnemite"
"Magnemite (63)","magnemite","Magnemite"
"Magneton (17)","magneton","Magneton"
"Magneton (35)","magneton","Magneton"
"Mareep","mareep","Mareep"
"Marshtomp","marshtomp","Marshtomp"
"Meditite","meditite","Meditite"
"Minun","minun","Minun"
"Mr. Briney's Compassion","mr. briney's compassion",NA
"Mudkip","mudkip","Mudkip"
"Muk ex","muk","Muk"
"Nincada (66)","nincada","Nincada"
"Nincada (67)","nincada","Nincada"
"Nincada (68)","nincada","Nincada"
"Ninjask (18)","ninjask","Ninjask"
"Ninjask (38)","ninjask","Ninjask"
"Numel","numel","Numel"
"Numel (69)","numel","Numel"
"Pineco","pineco","Pineco"
"Plusle","plusle","Plusle"
"Rayquaza ex","rayquaza","Rayquaza"
"Roselia","roselia","Roselia"
"Salamence (10)","salamence","Salamence"
"Salamence (19)","salamence","Salamence"
"Seadra (39)","seadra","Seadra"
"Seadra (40)","seadra","Seadra"
"Shedinja","shedinja","Shedinja"
"Shelgon (20)","shelgon","Shelgon"
"Shelgon (41)","shelgon","Shelgon"
"Shelgon (42)","shelgon","Shelgon"
"Shuppet","shuppet","Shuppet"
"Skarmory","skarmory","Skarmory"
"Slugma","slugma","Slugma"
"Snorunt","snorunt","Snorunt"
"Spoink (73)","spoink","Spoink"
"Spoink (74)","spoink","Spoink"
"Swablu","swablu","Swablu"
"Swellow","swellow","Swellow"
"Taillow","taillow","Taillow"
"Torchic","torchic","Torchic"
"Torkoal","torkoal","Torkoal"
"Trapinch (78)","trapinch","Trapinch"
"Trapinch (79)","trapinch","Trapinch"
"Treecko","treecko","Treecko"
"TV Reporter","tv reporter",NA
"Vibrava (22)","vibrava","Vibrava"
"Vibrava (46)","vibrava","Vibrava"
"Vibrava (47)","vibrava","Vibrava"
"Whiscash","whiscash","Whiscash"
"Wurmple","wurmple","Wurmple"
"Aipom","aipom","Aipom"
"Ampharos","ampharos","Ampharos"
"Ampharos (H1)","ampharos","Ampharos"
"Apricorn Forest","apricorn forest",NA
"Arcanine","arcanine","Arcanine"
"Arcanine (H2)","arcanine","Arcanine"
"Ariados","ariados","Ariados"
"Ariados (H3)","ariados","Ariados"
"Azumarill","azumarill","Azumarill"
"Azumarill (H4)","azumarill","Azumarill"
"Bellossom","bellossom","Bellossom"
"Bellossom (H5)","bellossom","Bellossom"
"Bellsprout (45)","bellsprout","Bellsprout"
"Bellsprout (68)","bellsprout","Bellsprout"
"Blissey","blissey","Blissey"
"Blissey (H6)","blissey","Blissey"
"Boost Energy","boost energy",NA
"Chansey","chansey","Chansey"
"Chinchou (70)","chinchou","Chinchou"
"Chinchou (71)","chinchou","Chinchou"
"Crystal Energy","crystal energy",NA
"Cubone","cubone","Cubone"
"Darkness Cube 01","darkness cube",NA
"Darkness Energy (Special)","darkness energy",NA
"Dodrio","dodrio","Dodrio"
"Doduo","doduo","Doduo"
"Donphan","donphan","Donphan"
"Drowzee (74a)","drowzee","Drowzee"
"Drowzee (74b)","drowzee","Drowzee"
"Eevee","eevee","Eevee"
"Electrode","electrode","Electrode"
"Electrode (H7)","electrode","Electrode"
"Elekid","elekid","Elekid"
"Energy Switch","energy switch",NA
"Entei","entei","Entei"
"Entei (H8)","entei","Entei"
"Espeon","espeon","Espeon"
"Espeon (H9)","espeon","Espeon"
"Exeggcute (76)","exeggcute","Exeggcute"
"Exeggcute (77)","exeggcute","Exeggcute"
"Exeggutor (12)","exeggutor","Exeggutor"
"Exeggutor (13)","exeggutor","Exeggutor"
"Exeggutor (H10)","exeggutor","Exeggutor"
"Fighting Cube 01","fighting cube",NA
"Fire Cube 01","fire cube",NA
"Flaaffy","flaaffy","Flaaffy"
"Forest Guardian","forest guardian",NA
"Furret","furret","Furret"
"Gloom","gloom","Gloom"
"Goldeen","goldeen","Goldeen"
"Golduck (50a)","golduck","Golduck"
"Golduck (50b)","golduck","Golduck"
"Grass Cube 01","grass cube",NA
"Grimer","grimer","Grimer"
"Growlithe (51)","growlithe","Growlithe"
"Growlithe (80)","growlithe","Growlithe"
"Healing Berry","healing berry",NA
"Hitmonchan","hitmonchan","Hitmonchan"
"Hitmontop","hitmontop","Hitmontop"
"Hoppip","hoppip","Hoppip"
"Horsea (84)","horsea","Horsea"
"Horsea (85)","horsea","Horsea"
"Houndoom (14)","houndoom","Houndoom"
"Houndoom (15)","houndoom","Houndoom"
"Houndoom (H11)","houndoom","Houndoom"
"Houndour (86)","houndour","Houndour"
"Houndour (87)","houndour","Houndour"
"Hypno","hypno","Hypno"
"Hypno (H12)","hypno","Hypno"
"Juggler","juggler",NA
"Jumpluff","jumpluff","Jumpluff"
"Jumpluff (H13)","jumpluff","Jumpluff"
"Jynx","jynx","Jynx"
"Kangaskhan","kangaskhan","Kangaskhan"
"Kingdra (148)","kingdra","Kingdra"
"Kingdra (19)","kingdra","Kingdra"
"Kingdra (H14)","kingdra","Kingdra"
"Lanturn (20)","lanturn","Lanturn"
"Lanturn (21)","lanturn","Lanturn"
"Lanturn (H15)","lanturn","Lanturn"
"Larvitar","larvitar","Larvitar"
"Lickitung","lickitung","Lickitung"
"Lightning Cube 01","lightning cube",NA
"Lugia","lugia","Lugia"
"Magnemite (52)","magnemite","Magnemite"
"Magnemite (91)","magnemite","Magnemite"
"Magneton","magneton","Magneton"
"Magneton (H16)","magneton","Magneton"
"Mankey","mankey","Mankey"
"Mareep","mareep","Mareep"
"Marill","marill","Marill"
"Marowak","marowak","Marowak"
"Memory Berry","memory berry",NA
"Metal Cube 01","metal cube",NA
"Metal Energy (Special)","metal energy",NA
"Miltank","miltank","Miltank"
"Mr. Mime (95a)","mr. mime","Mr. Mime"
"Mr. Mime (95b)","mr. mime","Mr. Mime"
"Muk","muk","Muk"
"Muk (H17)","muk","Muk"
"Nidoking (150)","nidoking","Nidoking"
"Nidoking (24)","nidoking","Nidoking"
"Nidoking (H18)","nidoking","Nidoking"
"Nidoran M","nidoran m",NA
"Nidorino","nidorino","Nidorino"
"Ninetales","ninetales","Ninetales"
"Ninetales (H19)","ninetales","Ninetales"
"Octillery","octillery","Octillery"
"Octillery (H20)","octillery","Octillery"
"Oddish","oddish","Oddish"
"Onix","onix","Onix"
"Paras","paras","Paras"
"Parasect","parasect","Parasect"
"Phanpy","phanpy","Phanpy"
"Pinsir","pinsir","Pinsir"
"Pokemon Fan Club","pokemon fan club",NA
"Pokemon Park","pokemon park",NA
"Ponyta","ponyta","Ponyta"
"Porygon (103a)","porygon","Porygon"
"Porygon (103b)","porygon","Porygon"
"Porygon2","porygon","Porygon"
"Power Plant","power plant",NA
"Primeape","primeape","Primeape"
"Psychic Cube 01","psychic cube",NA
"Psyduck","psyduck","Psyduck"
"Pupitar","pupitar","Pupitar"
"Quagsire","quagsire","Quagsire"
"Rainbow Energy","rainbow energy",NA
"Rapidash","rapidash","Rapidash"
"Remoraid","remoraid","Remoraid"
"Scizor","scizor","Scizor"
"Scizor (H21)","scizor","Scizor"
"Scyther (106)","scyther","Scyther"
"Scyther (57)","scyther","Scyther"
"Seadra","seadra","Seadra"
"Seaking","seaking","Seaking"
"Seer","seer",NA
"Sentret","sentret","Sentret"
"Skiploom","skiploom","Skiploom"
"Slowbro","slowbro","Slowbro"
"Slowking","slowking","Slowking"
"Slowking (H22)","slowking","Slowking"
"Slowpoke","slowpoke","Slowpoke"
"Smeargle","smeargle","Smeargle"
"Smoochum","smoochum","Smoochum"
"Sneasel","sneasel","Sneasel"
"Spinarak (111)","spinarak","Spinarak"
"Spinarak (62)","spinarak","Spinarak"
"Steelix","steelix","Steelix"
"Steelix (H23)","steelix","Steelix"
"Sudowoodo","sudowoodo","Sudowoodo"
"Sudowoodo (H24)","sudowoodo","Sudowoodo"
"Suicune","suicune","Suicune"
"Suicune (H25)","suicune","Suicune"
"Super Energy Removal 2","super energy removal",NA
"Tangela","tangela","Tangela"
"Tentacool","tentacool","Tentacool"
"Tentacruel","tentacruel","Tentacruel"
"Tentacruel (H26)","tentacruel","Tentacruel"
"Time Shard","time shard",NA
"Togepi","togepi","Togepi"
"Togetic","togetic","Togetic"
"Togetic (H27)","togetic","Togetic"
"Town Volunteers","town volunteers",NA
"Traveling Salesman","traveling salesman",NA
"Tyranitar","tyranitar","Tyranitar"
"Tyranitar (H28)","tyranitar","Tyranitar"
"Tyrogue","tyrogue","Tyrogue"
"Umbreon","umbreon","Umbreon"
"Umbreon (H29)","umbreon","Umbreon"
"Undersea Ruins","undersea ruins",NA
"Victreebel","victreebel","Victreebel"
"Victreebel (H30)","victreebel","Victreebel"
"Vileplume","vileplume","Vileplume"
"Vileplume (H31)","vileplume","Vileplume"
"Voltorb (115)","voltorb","Voltorb"
"Voltorb (64)","voltorb","Voltorb"
"Vulpix","vulpix","Vulpix"
"Warp Energy","warp energy",NA
"Water Cube 01","water cube",NA
"Weakness Guard","weakness guard",NA
"Weepinbell","weepinbell","Weepinbell"
"Wooper (117)","wooper","Wooper"
"Wooper (66)","wooper","Wooper"
"Zapdos","zapdos","Zapdos"
